timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,AT,at,50AT,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,AT,at,51AT,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,BE,be,28BE,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,DE,de,31DE,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,DE,de,32DE,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,DE,de,33DE,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,DE,de,34DE,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,DE,de,35DE,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,DE,de,36DE,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,DE,de,37DE,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FR,fr,25FR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FR,fr,26FR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FR,fr,27FR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,FR,fr_co,99FR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,GR,gr,68GR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,GR,gr,69GR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,HR,hr,62HR,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,HU,hu,58HU,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,IT,it_cn,53IT,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,IT,it_cs,54IT,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,IT,it_n,52IT,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,IT,it_s,55IT,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,IT,it_sar,98IT,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,IT,it_sic,56IT,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,LT,lt,77LT,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,LU,lu,29LU,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,LV,lv,78LV,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,NL,nl,30NL,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,PL,pl,41PL,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,PL,pl,42PL,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,PL,pl,43PL,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,PL,pl,44PL,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,PL,pl,45PL,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,RO,ro,59RO,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,RO,ro,60RO,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,RO,ro,61RO,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,SE,se_1,86SE,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,SE,se_2,87SE,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,SE,se_3,88SE,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,SE,se_4,89SE,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,SI,si,57SI,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,EU,SK,sk,46SK,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,nonEU,AL,al,70AL,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,nonEU,BA,ba,63BA,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,nonEU,CH,ch,47CH,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,nonEU,CH,ch,48CH,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,nonEU,ME,me,64ME,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,nonEU,MK,mk,67MK,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,nonEU,NO,no_m,83NO,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,nonEU,NO,no_n,84NO,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,nonEU,NO,no_n,85NO,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,nonEU,NO,no_s,79NO,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,nonEU,NO,no_s,80NO,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,nonEU,NO,no_s,81NO,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,nonEU,NO,no_s,82NO,powerToX,,directAirCapture,expConvFix,0.0
30th,2040,nonEU,RS,rs,65RS,powerToX,,directAirCapture,expConvFix,0.0
